attacker;weapon;ammo;mode;target;hit index;is applied;location;called shot location;hit roll;corrected roll;hit chance;damage;ap damage;heat;stability;is intecepted;intecepted by;is AoE;is frag separated;is frag pallet;frags pallets count;
KingCrab-A;Hellhammer(nuke);nuke;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.7346657;0.689232;0.45;219;0;0;99;False;none;False;False;False;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;0;False;(0)Air;(0)None;0.9744636;0.9652204;0.65;48;0;0;3;False;none;False;True;False;6;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;1;False;(0)Air;(0)None;0.8200188;0.7735745;0.65;48;0;0;3;False;none;False;True;False;6;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.01626346;0.02128607;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;1;False;(65536)Ground;(0)None;0.5096267;0.5072209;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;2;False;(65536)Ground;(0)None;0.6810948;0.6419027;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;3;False;(65536)Ground;(0)None;0.4906167;0.4929617;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;4;False;(65536)Ground;(0)None;0.7136858;0.6702557;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;5;False;(65536)Ground;(0)None;0.914677;0.8840257;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.908276;0.8758956;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;1;False;(65536)Ground;(0)None;0.5492653;0.5370714;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;2;False;(65536)Ground;(0)None;0.9665775;0.9539422;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;3;False;(65536)Ground;(0)None;0.6337478;0.6027608;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;4;False;(65536)Ground;(0)None;0.3803531;0.4085109;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;5;False;(65536)Ground;(0)None;0.169966;0.2156636;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;0;False;(0)Air;(0)None;0.7443137;0.6981682;0.65;48;0;0;3;False;none;False;True;False;6;
KingCrab-A;LRM6(frag);frag;B;KingCrab-A;1;False;(0)Air;(0)None;0.9077146;0.8751875;0.65;48;0;0;3;False;none;False;True;False;6;
