attacker;weapon;ammo;mode;target;hit index;is applied;location;called shot location;hit roll;corrected roll;hit chance;damage;ap damage;heat;stability;is intecepted;intecepted by;is AoE;is frag separated;is frag pallet;frags pallets count;
KingCrab-A;Hellhammer;nuke;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.2616392;0.3073617;0.45;219;0;0;99;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;0;False;(65536)Ground;(0)None;0.09809301;0.132092;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;1;False;(65536)Ground;(0)None;0.1996256;0.2469676;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;2;False;(65536)Ground;(0)None;0.4468993;0.4600212;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;3;False;(65536)Ground;(0)None;0.5245967;0.5184628;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;4;False;(65536)Ground;(0)None;0.8752559;0.8355525;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;5;False;(65536)Ground;(0)None;0.7393523;0.6935557;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;6;False;(65536)Ground;(0)None;0.2563573;0.3024578;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;7;False;(65536)Ground;(0)None;0.3305292;0.3679128;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;8;False;(65536)Ground;(0)None;0.6210279;0.5925862;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;9;False;(65536)Ground;(0)None;0.370891;0.4009645;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;10;False;(65536)Ground;(0)None;0.2691143;0.3142322;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;11;False;(65536)Ground;(0)None;0.06023239;0.08308402;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;12;False;(65536)Ground;(0)None;0.3754727;0.4046271;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;13;False;(65536)Ground;(0)None;0.1385125;0.1805139;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;14;False;(65536)Ground;(0)None;0.417222;0.4373356;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;15;False;(65536)Ground;(0)None;0.3050261;0.3461798;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;16;False;(65536)Ground;(0)None;0.3307019;0.3680576;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;Railgun;buck;g;KingCrab-A;17;False;(65536)Ground;(0)None;0.931861;0.9063726;0.99;8.333333;0;0;3.333333;False;none;False;False;False;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;0;False;(0)Air;(0)None;0.505466;0.5040997;0.65;48;0;0;3;False;none;False;True;False;6;
KingCrab-A;LRM6;frag;B;KingCrab-A;1;False;(0)Air;(0)None;0.4683671;0.4762429;0.65;48;0;0;3;False;none;False;True;False;6;
KingCrab-A;LRM6;frag;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.4689026;0.4766462;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;1;False;(65536)Ground;(0)None;0.6640482;0.6275569;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;2;False;(65536)Ground;(0)None;0.03738853;0.05166214;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;3;False;(65536)Ground;(0)None;0.483303;0.4874725;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;4;False;(65536)Ground;(0)None;0.7178706;0.6739929;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;5;False;(65536)Ground;(0)None;0.3326761;0.36971;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.485406;0.4890513;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;1;False;(65536)Ground;(0)None;0.4207012;0.4400153;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;2;False;(65536)Ground;(0)None;0.5733564;0.5554215;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;3;False;(65536)Ground;(0)None;0.6782557;0.6394919;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;4;False;(65536)Ground;(0)None;0.3138187;0.3537554;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;5;False;(65536)Ground;(0)None;0.9258106;0.8984166;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;0;False;(0)Air;(0)None;0.5161738;0.5121347;0.65;48;0;0;3;False;none;False;True;False;6;
KingCrab-A;LRM6;frag;B;KingCrab-A;1;False;(0)Air;(0)None;0.004782314;0.004224536;0.65;48;0;0;3;False;none;False;True;False;6;
KingCrab-A;LRM6;frag;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.7713398;0.7239618;0.65;8;0;0;0.5;False;none;False;False;True;0;
KingCrab-A;LRM6;frag;B;KingCrab-A;1;False;(65536)Ground;(0)None;0.4940939;0.4955702;0.65;8;0;0;0.5;False;none;False;False;True;0;
