attacker;weapon;ammo;mode;target;hit index;is applied;location;called shot location;hit roll;corrected roll;hit chance;damage;ap damage;heat;stability;is intecepted;intecepted by;is AoE;is frag separated;is frag pallet;frags pallets count;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;0;False;(65536)Ground;(0)None;0.5902789;0.5684627;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;1;False;(65536)Ground;(0)None;0.8109294;0.7639782;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;2;False;(65536)Ground;(0)None;0.6062165;0.5808895;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;3;False;(65536)Ground;(0)None;0.03479784;0.04800634;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;4;False;(65536)Ground;(0)None;0.7319858;0.6867739;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;5;False;(65536)Ground;(0)None;0.8096301;0.7626195;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;6;False;(65536)Ground;(0)None;0.225202;0.2726524;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;7;False;(65536)Ground;(0)None;0.9323455;0.9070138;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;8;False;(65536)Ground;(0)None;0.3450398;0.3799695;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;9;False;(65536)Ground;(0)None;0.7750511;0.7275962;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;10;False;(65536)Ground;(0)None;0.04039174;0.05587616;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;11;False;(65536)Ground;(0)None;0.4261751;0.4442193;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;12;False;(65536)Ground;(0)None;0.8191847;0.7726871;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;13;False;(65536)Ground;(0)None;0.7691479;0.7218261;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;14;False;(65536)Ground;(0)None;0.1237064;0.163219;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;15;False;(65536)Ground;(0)None;0.5393693;0.5295895;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;16;False;(65536)Ground;(0)None;0.9266716;0.8995429;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;17;False;(65536)Ground;(0)None;0.1893171;0.2362798;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;18;False;(65536)Ground;(0)None;0.5573302;0.5431906;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;19;False;(65536)Ground;(0)None;0.06251185;0.08614086;0.2;4;0;0;2;False;none;False;False;False;0;
CRITICALS
attacker;weapon;ammo;mode;target;location id;location;struct id;struct;armor on hitstructure in hitcrit chance;component;
