attacker;weapon;ammo;mode;target;hit index;is applied;location;called shot location;hit roll;corrected roll;hit chance;damage;ap damage;heat;stability;is intecepted;intecepted by;is AoE;is frag separated;is frag pallet;frags pallets count;
Atlas;AC/20;Norm.;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.9588487;0.9430621;0.5;100;0;0;40;False;none;False;False;False;0;
Atlas;M Laser;;B;KingCrab-A;0;True;(4)LeftTorso;(0)None;0.06364232;0.08765168;0.6;15;0;0;0;False;none;False;False;False;0;
Atlas;M Laser;;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.9782364;0.9706799;0.55;25;0;0;0;False;none;False;False;False;0;
Atlas;M Laser;;B;KingCrab-A;0;True;(16)RightTorso;(0)None;0.6145314;0.587437;0.6;15;0;0;0;False;none;False;False;False;0;
Atlas;M Laser;;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.6835252;0.6439736;0.55;25;0;0;0;False;none;False;False;False;0;
Atlas;SRM6;SRM;B;KingCrab-A;0;False;(65536)Ground;(0)None;0.606176;0.5808576;0.5;8;0;0;3;False;none;False;False;False;0;
Atlas;SRM6;SRM;B;KingCrab-A;1;False;(65536)Ground;(0)None;0.9187066;0.8891973;0.5;8;0;0;3;False;none;False;False;False;0;
Atlas;SRM6;SRM;B;KingCrab-A;2;False;(65536)Ground;(0)None;0.9928103;0.9921651;0.5;8;0;0;3;False;none;False;False;False;0;
Atlas;SRM6;SRM;B;KingCrab-A;3;True;(4)LeftTorso;(0)None;0.4666202;0.4749271;0.5;4.8;0;0;1.5;False;none;False;False;False;0;
Atlas;SRM6;SRM;B;KingCrab-A;4;True;(4)LeftTorso;(0)None;0.2035661;0.2510009;0.5;4.8;0;0;1.5;False;none;False;False;False;0;
Atlas;SRM6;SRM;B;KingCrab-A;5;False;(65536)Ground;(0)None;0.9345295;0.9099123;0.5;8;0;0;3;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;0;True;(4)LeftTorso;(0)None;0.3384274;0.3745013;0.5;2.4;0;0;1;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;1;False;(65536)Ground;(0)None;0.8008361;0.7535069;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;2;False;(65536)Ground;(0)None;0.7893739;0.7418433;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;3;False;(65536)Ground;(0)None;0.9730974;0.9632537;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;4;True;(4)LeftTorso;(0)None;0.1170915;0.1553296;0.5;2.4;0;0;1;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;5;True;(8)CenterTorso;(0)None;0.3046209;0.3458285;0.5;2.4;0;0;1;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;6;False;(65536)Ground;(0)None;0.8397298;0.7949488;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;7;True;(2)LeftArm;(0)None;0.1465997;0.1897537;0.5;2.4;0;0;1;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;8;False;(65536)Ground;(0)None;0.5855378;0.5647942;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;9;True;(8)CenterTorso;(0)None;0.03591;0.04957809;0.5;2.4;0;0;1;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;10;False;(65536)Ground;(0)None;0.693943;0.6529273;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;11;True;(2)LeftArm;(0)None;0.3292404;0.3668316;0.5;2.4;0;0;1;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;12;False;(65536)Ground;(0)None;0.5889241;0.5674131;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;13;False;(65536)Ground;(0)None;0.5030522;0.5022892;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;14;False;(65536)Ground;(0)None;0.7745197;0.7270744;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;15;True;(4)LeftTorso;(0)None;0.2375043;0.2846071;0.5;2.4;0;0;1;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;16;False;(65536)Ground;(0)None;0.9707165;0.9598392;0.5;4;0;0;2;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;17;True;(8)CenterTorso;(0)None;0.2381775;0.2852541;0.5;2.4;0;0;1;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;18;True;(4)LeftTorso;(0)None;0.1911181;0.2381615;0.5;2.4;0;0;1;False;none;False;False;False;0;
Atlas;LRM20;LRM;B;KingCrab-A;19;True;(4)LeftTorso;(0)None;0.3319672;0.3691171;0.5;2.4;0;0;1;False;none;False;False;False;0;
CRITICALS
attacker;weapon;ammo;mode;target;location id;location;struct id;struct;armor on hitstructure in hitcrit chance;component;
