attacker;weapon;ammo;mode;target;hit index;is applied;location;called shot location;hit roll;corrected roll;hit chance;damage;ap damage;heat;stability;is intecepted;intecepted by;is AoE;is frag separated;is frag pallet;frags pallets count;
Atlas;AC/20(Norm.);Norm.;B;Annihilator;0;True;(128)RightLeg;(0)None;0.3546512;0.387844;0.5;60;0;0;20;False;none;False;False;False;0;
Atlas;M Laser;;B;Annihilator;0;True;(8)CenterTorso;(0)None;0.1322826;0.1732974;0.7;15;0;0;0;False;none;False;False;False;0;
Atlas;M Laser;;B;Annihilator;0;True;(16)RightTorso;(0)None;0.4259091;0.4440154;0.65;15;0;0;0;False;none;False;False;False;0;
Atlas;M Laser;;B;Annihilator;0;False;(65536)Ground;(0)None;0.9572027;0.9407668;0.7;25;0;0;0;False;none;False;False;False;0;
Atlas;M Laser;;B;Annihilator;0;True;(128)RightLeg;(0)None;0.4151833;0.4357626;0.65;15;0;0;0;False;none;False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;0;False;(0)Air;(0)None;0.09289955;0.1255863;0.6;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;1;False;(0)Air;(0)None;0.1099484;0.1466945;0.6;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;2;False;(0)Air;(0)None;0.3594697;0.3917604;0.6;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;3;False;(0)Air;(0)None;0.07935157;0.1082956;0.6;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;4;False;(0)Air;(0)None;0.06094256;0.08403788;0.6;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;5;False;(0)Air;(0)None;0.71331;0.6699213;0.6;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;LRM20(LRM);LRM;B;KingCrab-A;0;False;(0)Air;(0)None;0.5282717;0.5212269;0.6;4;0;0;2;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;LRM20(LRM);LRM;B;Annihilator;1;False;(0)Air;(0)None;0.3018372;0.3434096;0.6;4;0;0;2;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;LRM20(LRM);LRM;B;Annihilator;2;False;(0)Air;(0)None;0.6192241;0.5911534;0.6;4;0;0;2;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;LRM20(LRM);LRM;B;Annihilator;3;False;(0)Air;(0)None;0.2728384;0.3176254;0.6;4;0;0;2;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;LRM20(LRM);LRM;B;Annihilator;4;False;(0)Air;(0)None;0.5252514;0.5189551;0.6;4;0;0;2;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;LRM20(LRM);LRM;B;Annihilator;5;False;(0)Air;(0)None;0.4279055;0.4455454;0.6;4;0;0;2;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;LRM20(LRM);LRM;B;Annihilator;6;False;(0)Air;(0)None;0.2257291;0.2731698;0.6;4;0;0;2;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;LRM20(LRM);LRM;B;Annihilator;7;False;(0)Air;(0)None;0.06752497;0.0928146;0.6;4;0;0;2;True;AMS(Norm.)(ams);False;False;False;0;
