attacker;weapon;ammo;mode;target;hit index;is applied;location;called shot location;hit roll;corrected roll;hit chance;damage;ap damage;heat;stability;is intecepted;intecepted by;is AoE;is frag separated;is frag pallet;frags pallets count;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;0;False;(65536)Ground;(0)None;0.2039398;0.2513819;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;1;False;(65536)Ground;(0)None;0.7487623;0.7023353;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;2;False;(65536)Ground;(0)None;0.8220559;0.7757473;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;3;False;(65536)Ground;(0)None;0.8306244;0.7849771;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;4;False;(65536)Ground;(0)None;0.03079954;0.04232655;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;5;False;(65536)Ground;(0)None;0.6302705;0.5999667;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;6;False;(65536)Ground;(0)None;0.3383059;0.3744004;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;7;False;(65536)Ground;(0)None;0.2231465;0.2706304;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;8;False;(65536)Ground;(0)None;0.1775679;0.2238506;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;9;False;(65536)Ground;(0)None;0.8584645;0.8160154;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;10;False;(65536)Ground;(0)None;0.4129173;0.4340117;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;11;False;(65536)Ground;(0)None;0.8891149;0.8521662;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;12;False;(65536)Ground;(0)None;0.5391219;0.5294027;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;13;False;(65536)Ground;(0)None;0.8623139;0.8204383;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;14;False;(65536)Ground;(0)None;0.2318346;0.2791286;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;15;False;(65536)Ground;(0)None;0.1415923;0.1840496;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;16;False;(65536)Ground;(0)None;0.05363454;0.07415666;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;17;False;(65536)Ground;(0)None;0.6987955;0.6571415;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;18;False;(65536)Ground;(0)None;0.7436664;0.6975642;0.2;4;0;0;2;False;none;False;False;False;0;
KingCrab-A - Copy;LRM20(Thunder);Thunder;B;KingCrab-A - Copy;19;False;(65536)Ground;(0)None;0.4817229;0.4862859;0.2;4;0;0;2;False;none;False;False;False;0;
CRITICALS
attacker;weapon;ammo;mode;target;location id;location;struct id;struct;armor on hitstructure in hitcrit chance;component;
