attacker;weapon;ammo;mode;target;hit index;is applied;location;called shot location;hit roll;corrected roll;hit chance;damage;ap damage;heat;stability;is intecepted;intecepted by;is AoE;is frag separated;is frag pallet;frags pallets count;
Atlas;AC/20(Norm.);Norm.;B;Annihilator;0;False;(65536)Ground;(0)None;0.4802535;0.4851823;0.45;100;0;0;40;False;none;False;False;False;0;
Atlas;M Laser;;B;Annihilator;0;True;(4)LeftTorso;(0)None;0.632164;0.601487;0.55;15;0;0;0;False;none;False;False;False;0;
Atlas;M Laser;;B;Annihilator;0;False;(65536)Ground;(0)None;0.8554116;0.8125308;0.5;25;0;0;0;False;none;False;False;False;0;
Atlas;M Laser;;B;Annihilator;0;True;(2)LeftArm;(0)None;0.8798397;0.8409976;0.55;15;0;0;0;False;none;False;False;False;0;
Atlas;M Laser;;B;Annihilator;0;True;(4)LeftTorso;(0)None;0.161018;0.2058766;0.5;15;0;0;0;False;none;False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;0;False;(0)Air;(0)None;0.6792634;0.6403465;0.45;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;1;False;(0)Air;(0)None;0.7296568;0.684646;0.45;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;2;False;(0)Air;(0)None;0.9954562;0.9961342;0.45;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;3;False;(0)Air;(0)None;0.5019899;0.5014924;0.45;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;4;False;(0)Air;(0)None;0.4340228;0.450223;0.45;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
Atlas;SRM6(SRM);SRM;B;Annihilator;5;False;(0)Air;(0)None;0.305041;0.3461927;0.45;8;0;0;3;True;AMS(Norm.)(ams);False;False;False;0;
